id,review_no_per_rest,restaurant_id,restaurant_type,review_rating,review_date,review_body,restaurant_name,restaurant_address
52086,6,220,American,5,05/26/2021,"It's a beautiful place. Great service. Nice waitresses. Very respectful inside. I still call it the best place on Earth. Why? Because it's sitting in the Motherland. Perth AmBoy, New Jersey.",Coney Island Restaurant,192 Smith St # A
52087,7,220,American,5,03/27/2023,"Not bad. I always go when it's warm out every week in between church services since I sing in the choir. I don't sit down in the booth, I just order bread or a Danish and a water to go with it, watching PIX11 News on my phone as I march down to the waterfront park on Sadowski Parkway so I can have breakfast on the boardwalk.",Coney Island Restaurant,192 Smith St # A
52088,8,220,American,4,05/26/2022,Coney Island in 192 State St in Perth Amboy is A Great place to have all 3 meals here the place is clean the staff are very friendly and polite its a Great place to take your family and friends to enjoy a real home cooking from a family in Coney Island were the staff are a real family and I would like to say I enjoy seeing the Girl that goes by the name I believe is Angie how she takes My Breath Away A Beautiful Sister that Has A Smile that's lovelier then the Sun in this Dark World Coney Island is the place to go to have A Great meal.,Coney Island Restaurant,192 Smith St # A
52089,9,220,American,1,09/28/2022,"Disgusting! Too many diff. Workers touching your food. NOBODY wears gloves, too many people hovering over the food! food handelers are also hadeling the money, I watched a worker cough and sneeze into their hands and go straight to touch food! At that point I walked out and called to inform management, unfortunately he told me I don’t have to ever come back and hung up on me!! DO NOT EAT HERE THEY ARE DISGUSTING!!!!!!",Coney Island Restaurant,192 Smith St # A
52090,10,220,American,5,02/25/2023,"This place is great, probably the best cheese steak EVER!!!!",Coney Island Restaurant,192 Smith St # A
52091,11,220,American,5,05/26/2022,"Coney Island Restaurant is a loved staple in our great City!!   I enjoy my turkey club with curly fries every time.  Always experience Great Customer services. The ladies who pick up the phone are always pleasant and amiable, especially Paula!!",Coney Island Restaurant,192 Smith St # A
52092,12,220,American,5,05/26/2022,Best place in town for a quick bite to eat especially breakfast always open early..and cant go wrong going with family...very humble and the waiters are all friendly and profesional,Coney Island Restaurant,192 Smith St # A
52093,13,220,American,5,05/26/2022,"We were tired travelers and were so happy to find this place (google). The parking was convenient, the staff so friendly (our waitress alone was worth coming for!), the food prices were so inexpensive for what expected on the east coast, lots of variety, came quickly and was soo yummy. We ordered coney hot dogs (of course), greek salad (nearly the best I've had), cheeseburger (for the teenager), gyro and the philly cheesesteak sandwich was actually 2) - we had enough for our dinner at the airport too. Thank you.",Coney Island Restaurant,192 Smith St # A
52094,14,220,American,1,05/26/2022,The food was okay at best. The workers do it use gloves and openly talk over your food. Some workers cough into their hands and still touch food without washing them.,Coney Island Restaurant,192 Smith St # A
52095,15,220,American,1,05/26/2022,"The Customer Service is terrible here, they don't know how to speak to people. They don't wear gloves or wash they hands when preparing the food. When ask to put on gloves, the woman response was I use hand sanitizer to clean my hands. That unacceptable, refund please. They refund my money and BIG BOSS MAN behind the grill began to disrespect me. Never will they get my money!!!!! Nasty Dirty Business",Coney Island Restaurant,192 Smith St # A
52096,16,220,American,2,05/26/2022,"These two twin sisters that work in the back are excellent & provide the best customer services , they are very fast, friendly & understanding but the front workers are very very rude and I witness the front waitresses take/ grab the one of the twins tips that they worked hard for! The front workers needs to respect those two young ladies!!",Coney Island Restaurant,192 Smith St # A
52097,17,220,American,5,05/26/2022,Ate breakfast here this morning with my girlfriend. Was delicious and the price was inexpensive. Had almost no wait to get my order. All the staff were extremely attentive and very nice! I’ll be back!,Coney Island Restaurant,192 Smith St # A
52098,18,220,American,1,09/28/2022,I went to this place and placed a huge order they do not wash their hands I watched a lady handle money touch the food I also watched another lady sneeze in her hand and touched the food this place is disgusting please do not eat here I will be reporting this to the health department,Coney Island Restaurant,192 Smith St # A
52099,19,220,American,3,05/26/2021,Turn down the heat when making pancakes it won't cook all the way through. Service was on point. Overall it was decent. American food on the go or to dine in family friendly enviroment. However Check Please.,Coney Island Restaurant,192 Smith St # A
52100,20,220,American,5,05/27/2019,This is one of our favorite breakfast places. Decent pricing for a decent serving. Their cheese steak is also one of my favorite lunch options as well as their Turkey club. Their pancakes are yummy. All around delicious. We also love their coffee. They even offer Sanka with hot milk. The best,Coney Island Restaurant,192 Smith St # A
52101,21,220,American,1,05/26/2021,"This place was good before, now a days it’s just dirty!! Went in to grab a quick coffee and breakfast sandwich. As the girl put my coffee on the counter a ROACH was crawling on the counter too!!! For it to be out in the daytime you know these people have a serious issue. Never again such a shame because there food is good!",Coney Island Restaurant,192 Smith St # A
52102,22,220,American,1,05/27/2019,"First of all, this place will shock you and not for a good reason. It lacks hygiene and it’s shocking people ignore that. There’s a strange smell coming out of there. Dirty floor, tables, and kitchen. Even the clothes workers wear -seems as if they do not wash it at all. Yuck. I would not eat here even if the food was free. Besides, the waitresses are rude. This is not a place I recommend at all.",Coney Island Restaurant,192 Smith St # A
52103,23,220,American,5,05/26/2020,"One visit and I was hooked! Reminded me of diners I used to eat at in south jersey. I wanted to eat a really good Philly cheese steak before I went back to Florida, and boy did they deliver! I'm am not the type of woman to lick my fingers in public after eating, but I can't help it when I eat here! Now every year I fly to Jersey, I have stop in and eat at this place!This is a very busy breakfast spot that is also popular for their coney island chili dogs. The dogs are amazing, and they get extra credit for having chocolate milk, because chili dogs and chocolate milk is kind of a thing.",Coney Island Restaurant,192 Smith St # A
52104,24,220,American,5,05/26/2022,The Turkey club was exactly what I needed after this long week! Customer service was very nice and the guy in the grill was also super friendly! Thanks for a great experience,Coney Island Restaurant,192 Smith St # A
52105,25,220,American,3,05/27/2019,"Great food,but place is dirty,needs some love! Customer service the waitresses need to be friendlier. Finally,PLEASE,stop cleaning chicken,cutting potatoes,and anything else right in front of the customers it's not sanitary!!!!",Coney Island Restaurant,192 Smith St # A
52106,26,220,American,5,11/27/2022,Not a fan of the chilli  but everything else was great ,Coney Island Restaurant,192 Smith St # A
52107,27,220,American,2,05/26/2021,I can't deny the chefs are the best. But the front counter girls have attitude and showed me know customer attention.  It made me upset. But I just won't come back,Coney Island Restaurant,192 Smith St # A
52108,28,220,American,5,05/26/2020,"We askd a friend a good place to EATTT? Espically after a concert night before. A friend Wendy told us about this place. Boy DID IT DELIVER BREAKFAST! Attentive, Curious, Caring staff. The Breakfast platter I had was a big portion. DELICIOUS CRISPY  home fries. Ohh CRISPY BACON!  YUM thanks chrisie & george. …",Coney Island Restaurant,192 Smith St # A
